trial_id,task,arm,demonstration,scenario,magnitude,skill_index,anchor_local_index,ticks,baseline_mae,proposed_mae,mae_improvement,baseline_exact_rate,proposed_exact_rate,baseline_final_error,proposed_final_error,proposed_no_plausible_cycles,proposed_wins
progress:bimanual_sweep_to_dustpan/right:d1:stutter:m3,bimanual_sweep_to_dustpan,right,1,stutter,3,0,26,30,2.1,0.8666666666666667,1.2333333333333334,0.26666666666666666,0.5333333333333333,3.0,2.0,0,1
progress:bimanual_sweep_to_dustpan/right:d1:stutter:m6,bimanual_sweep_to_dustpan,right,1,stutter,6,0,26,33,4.090909090909091,0.7878787878787878,3.3030303030303028,0.24242424242424243,0.5757575757575758,6.0,2.0,0,1
progress:bimanual_sweep_to_dustpan/right:d1:skip:m2,bimanual_sweep_to_dustpan,right,1,skip,2,0,26,25,1.36,1.04,0.32000000000000006,0.32,0.44,2.0,2.0,0,1
progress:bimanual_sweep_to_dustpan/right:d1:skip:m4,bimanual_sweep_to_dustpan,right,1,skip,4,0,26,23,2.608695652173913,1.565217391304348,1.0434782608695652,0.34782608695652173,0.34782608695652173,4.0,2.0,3,1
progress:bimanual_sweep_to_dustpan/right:d2:normal:m0,bimanual_sweep_to_dustpan,right,2,normal,0,0,26,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_sweep_to_dustpan/right:d2:stutter:m3,bimanual_sweep_to_dustpan,right,2,stutter,3,0,26,30,2.1,0.0,2.1,0.26666666666666666,1.0,3.0,0.0,0,1
progress:bimanual_sweep_to_dustpan/right:d2:stutter:m6,bimanual_sweep_to_dustpan,right,2,stutter,6,0,26,33,4.090909090909091,0.0,4.090909090909091,0.24242424242424243,1.0,6.0,0.0,0,1
progress:bimanual_sweep_to_dustpan/right:d2:skip:m2,bimanual_sweep_to_dustpan,right,2,skip,2,0,26,25,1.36,0.0,1.36,0.32,1.0,2.0,0.0,0,1
progress:bimanual_sweep_to_dustpan/right:d2:skip:m4,bimanual_sweep_to_dustpan,right,2,skip,4,0,26,23,2.608695652173913,2.608695652173913,0.0,0.34782608695652173,0.34782608695652173,4.0,4.0,15,0
progress:bimanual_sweep_to_dustpan/right:d3:normal:m0,bimanual_sweep_to_dustpan,right,3,normal,0,0,26,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_sweep_to_dustpan/right:d3:stutter:m3,bimanual_sweep_to_dustpan,right,3,stutter,3,0,26,30,2.1,0.0,2.1,0.26666666666666666,1.0,3.0,0.0,0,1
progress:bimanual_sweep_to_dustpan/right:d3:stutter:m6,bimanual_sweep_to_dustpan,right,3,stutter,6,0,26,33,4.090909090909091,0.0,4.090909090909091,0.24242424242424243,1.0,6.0,0.0,0,1
progress:bimanual_sweep_to_dustpan/right:d3:skip:m2,bimanual_sweep_to_dustpan,right,3,skip,2,0,26,25,1.36,0.0,1.36,0.32,1.0,2.0,0.0,0,1
progress:bimanual_sweep_to_dustpan/right:d3:skip:m4,bimanual_sweep_to_dustpan,right,3,skip,4,0,26,23,2.608695652173913,2.608695652173913,0.0,0.34782608695652173,0.34782608695652173,4.0,4.0,15,0
progress:bimanual_sweep_to_dustpan/right:d4:normal:m0,bimanual_sweep_to_dustpan,right,4,normal,0,0,26,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_sweep_to_dustpan/right:d4:stutter:m3,bimanual_sweep_to_dustpan,right,4,stutter,3,0,26,30,2.1,0.0,2.1,0.26666666666666666,1.0,3.0,0.0,0,1
progress:bimanual_sweep_to_dustpan/right:d4:stutter:m6,bimanual_sweep_to_dustpan,right,4,stutter,6,0,26,33,4.090909090909091,0.0,4.090909090909091,0.24242424242424243,1.0,6.0,0.0,0,1
progress:bimanual_sweep_to_dustpan/right:d4:skip:m2,bimanual_sweep_to_dustpan,right,4,skip,2,0,26,25,1.36,0.0,1.36,0.32,1.0,2.0,0.0,0,1
progress:bimanual_sweep_to_dustpan/right:d4:skip:m4,bimanual_sweep_to_dustpan,right,4,skip,4,0,26,23,2.608695652173913,2.608695652173913,0.0,0.34782608695652173,0.34782608695652173,4.0,4.0,15,0
